,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
191,Data science internship,₹4L - ₹7L (Glassdoor Est.),"ROLE
Data science internship
DEPARTMENT
Tech
Drop us an email at careers@trukky.com. We’ll be happy to hear from you. Alternatively, choose from our list of challenges. And apply for the one you’re ready to take head-on.
Show More
Report",2.9,"Trukky Logistics
2.9",Gurgaon,-1,-1,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
192,Data Scientist (India Remote),₹4L - ₹7L (Glassdoor Est.),"Token Metrics is searching for a highly capable machine learning engineer to optimize our machine learning systems. You will be evaluating existing machine learning (ML) processes, performing statistical analysis to resolve data set problems, and enhancing the accuracy of our AI software's predictive automation capabilities.

As a machine learning engineer, you should demonstrate solid data science knowledge and experience.

A first-class machine learning engineer will be someone whose expertise translates into the enhanced performance of predictive models.
Responsibilities
Consulting with the manager to determine and refine machine learning objectives.


Show More
Report",3.4,"Token Metrics
3.4",Bangalore,-1,-1,2019,Company - Private,Investment & Asset Management,Finance,Unknown / Non-Applicable,-1
193,Data science internship,₹4L - ₹7L (Glassdoor Est.),"Data science internship with 100% placement
Job Types: Full-time, Regular / Permanent, Fresher, Internship
Contract length: 3 months
Salary: ₹10,000.00 - ₹15,000.00 per month
Schedule:
Day shift
Evening shift
Fixed shift
Flexible shift

Show More
Report",-1,woztiinfotech,Cochin,-1,-1,-1,-1,-1,-1,-1,-1
194,Artificial Intelligence Researcher,₹4L - ₹7L (Glassdoor Est.),"Job Title:- AI Researcher
Experience:- 2 to 3 years
Job Overview:-
We are looking for a highly capable AI/ML engineer to optimize our machine learning systems. You will be evaluating existing machine learning (ML) and deep learning (DL) processes, performing statistical analysis to resolve data set problems, and enhancing the accuracy of our AI software's predictive automation capabilities.
To ensure success as an AI/ML engineer, you should demonstrate solid data science knowledge and experience in a related ML/DL field. A first-class AI/ML engineer will be someone whose expertise translates into the enhanced performance of predictive automation software.

Show More
Report",4.3,"Logicwind
4.3",Surat,-1,-1,2010,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
195,Machine Learning Engineer,₹4L - ₹7L (Glassdoor Est.),"Develop and execute machine learning models
Develop and implement machine learning infrastructure
Develop automation tools to enable machine learning
Work in close collaboration with other team members using a wide range of technologies
Run machine learning tests
Solve technical problems
Job Type: Fresher
Salary: ₹359,250.58 - ₹1,595,129.92 per year

Show More
Report",-1,Rukmine informatics,Surat,-1,-1,-1,-1,-1,-1,-1,-1
196,Data Science and Business Analytics,₹4L - ₹7L (Glassdoor Est.),"We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.
Primary Responsibilities:
Involve in big data technologies and prototype solutions to improve our data processing and analytics architecture
Show More
Report",-1,Zotto Limited,New Delhi,-1,-1,-1,-1,-1,-1,-1,-1
197,Intership for statistics / data science students - with stipend,₹4L - ₹7L (Glassdoor Est.),"The Datahut internship program provides students a hands-on experience working in the data industry. Datahut works on some of the challenging problems in the web data integration industry. We work with some of the largest companies on the planet, helping them get data for their operations. The marketing team at Datahut helps educate decision-makers at large enterprises through our content and creatives.

We're inviting students with an excellent understanding of statistics and data to work on some exciting data problems. If you have good pattern recognition skills and data analysis skills - you're most welcome.

We get a lot of applications, and we obviously need to filter people. Here is a test for you. You're given the pricing data of two brands, Adidas and Nike. The standard deviation of pricing for Adidas is ""x,"" and for Nike is ""3x"". How would you interpret the pricing data? Include your answer in the application as a cover letter. You're free to be as creative as you can.
Show More
Report",4.6,"Datahut
4.6",Cochin,-1,-1,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
198,Big Data Developer,₹4L - ₹7L (Glassdoor Est.),"Big Data Developer - (CREQ153466)Description

Responsibilities:
More than 4+ years of relevant experience in Big Data Technologies, primarily in Spark and Scala
Experience is in Scala or Pyspark with Phyton would be a key Advantage
Experience is in Scala or Pyspark with Phyton would be a key Advantage
Experience in Kafka would be an Advantage
Good knowledge in Oracle, Unix
Strong Communication skills
Knowledge in DWH
Good Analytical and Learning Skills
Nice to Have Skills Agile, Scrum and Banking domain knowledge
Required Skills: More than 4+ years of relevant experience in Big Data Technologies, primarily in Spark and Scala
Experience in Hadoop, Hive and Spark
Work experience in Software Development Lifecycles such as Agile & Waterfall models.
Knowledge on AWS and Cloud would be an advantage
Exposure to Data Science would be an advantage and coding knowledge/exposure to any one language

4.00-7.00 Years
Show More
Report",3.5,"Virtusa Software Services Private Limited
3.5",Chennai,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
199,DATA SCIENTIST,₹4L - ₹7L (Glassdoor Est.),"The required skills are :
Post graduate degree in Statistics, Math or any other with strong analytical background .
Must have exposure to Big Data analytics..
Need Strong mathematical background (calculus, linearalgebra, probability and statistics).
Applied Machine Learning experience (regression and classification, supervised, and unsupervised learning) is a plus.
Must be a quick learner and capable to solve complex problems in multiple domains.
Skill Set : Language - C#,C++, Python or R, Scripting - Java script Position Type : Permanent Qualification : Any postgraduate degree with analytics Experience : 0 - 4 Yrs Salary Package :Best in Industry Calicut, Kerala, India Technical Interview & HR interview

Show More
Report",3.4,"Tech27 Systems Ltd.
3.4",Calicut,-1,-1,-1,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1
200,Vehicle Energy Efficiency Bench marking & Data Analytics,₹4L - ₹7L (Glassdoor Est.),"Aufgaben
1. Good knowledge in development of automotive systems: Powertrain (Conventional, full electric / hybrids -HEVs & BEVs), HVAC systems, and energy recuperation systems / technologies.
2. Technical expertise in measurement & data analysis of different homologation cycles & Vehicle Components. Hands On experience in Automotive Testing & Calibration would be an added advantage.
3. Good knowledge in (Hybrid) powertrain systems – Low Voltage and High Voltage Powernet supply, Combustion/Electric Engine, auxiliary systems etc. Good communication and ability to handle and/or interact with measurement test teams is necessary.
4. Good hands-on experience in Matlab Signal Processing Toolbox or any other similar software like DIADem or Vector CANape or INCA or Python. Knowledge of automation /scripting will be advantageous.
5. Ability to interpret vehicle measurement data and provide engineering insights / conclusions is essential. Develop analytical methods in-house tools/scripts to analyze & compare different measurement datasets per project requirements.
6. Knowledge of AI/ML techniques / algorithms and software would an added advantage like Python / Matlab to modify dataset per requirements and setting standardized process.
7. Good knowledge of statistical methods used in signal analysis and processing would be added advantage.
8. Knowledge of cloud computing & Storage. Handling big Data would be added advantage.
9. The Candidate should be able to integrate, transform & consolidate data from various structured & unstructured data systems into planned structures that are suitable for building analytics solutions.
10. Excellent interpersonal and communication skills. German language skills would be advantageous.
11. Essential and important soft skills: - ability to work seamlessly across the functional teams, good team player, self-motivated, collaborative, open minded to co-create with teams for best outcome.
Education: BE, ME or M.Tech in Aeronautics, Automobile, Mechanical, Mechatronics, Data Science with Automotive domain knowledge
Experience: Relevant professional experience of as per Job description for 2-8 yrs.












Show More
Report",4.0,"Mercedes-Benz Research and Development India Private Limited
4.0",Bangalore,-1,-1,1996,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),-1
201,"Data Scientist - R/Python, SQL, ML",₹4L - ₹7L (Glassdoor Est.),"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Come make an impact on the communities we serve as we help advance health equity on a global scale. Here, you will find talented peers, comprehensive benefits, a culture guided by diversity and inclusion, career growth opportunities and your life's best work.(sm)
Primary Responsibilities:
Involve in big data technologies and prototype solutions to improve our data processing and analytics architecture
Identify project issues, communicate them and assist in their resolution
Understand the healthcare domain and execute numerous projects at the same time



Show More
Report",3.7,"UnitedHealth Group
3.7",Gurgaon,-1,-1,1977,Company - Public,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD),-1
202,Senior Analyst - AI SGO Data Scientist - Bengaluru,₹4L - ₹7L (Glassdoor Est.),"AI Data Scientist (Senior Analyst)
Deloitte is hiring to build out and scale up the next generation of its AI infrastructure. Deloitte’s AI SGO (Strategic Growth Offering) team specifically focusses on creating products and solutions that require deeper analytical and problem-solving skills to create tangible results. This is a continuous cycle where we strive to keep innovating and provide state-of-the-art assets.
The Team
The AI SGO team is responsible for orchestrating across all of Deloitte’s AI investments to accelerate our clients’, and our own, journey in becoming an AI-Fueled Organization. The AI SGO team is focused on growing our existing AI market share and revenue, co-creating new AI opportunities in collaboration with clients, anticipating and creating AI demand in new markets, and enabling the success of the firm’s overall AI investments. Our aspiration is for Deloitte to be the undisputed leader in AI-enabled services and solutions, partnering with clients & ecosystems to generate business value through humans + machines.




Show More
Report",4.1,"Deloitte
4.1",Bangalore,-1,-1,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD),-1
203,Senior Data Scientist,₹4L - ₹7L (Glassdoor Est.),"Sr. Data Analyst,
Shairu Gems Diamonds PVT. LTD.
Plot No. 166/A-2 & 170/C, Opp. SMC
Swimming Pool, Vastadevdi Road
Katargam, Surat-395004
Gujarat
Job Summary
Excellent opportunity for graduates and Postgraduates who have good knowledge on Microsoft Excel, Advance Python, Machine Learning, R studio.



Show More
Report",-1,Shairu Gems Diamonds PVT.LTD.,Surat,-1,-1,-1,-1,-1,-1,-1,-1
204,Data Scientist,₹4L - ₹7L (Glassdoor Est.),"The required skills are : Graduate degree in Statistics, Math or any other with strong analytical background .
Must have exposure to Big Data analytics.. Need Strong mathematical background (calculus, linear algebra, probability and statistics). Applied Machine Learning experience (regression and classification, supervised, and unsupervised learning) is a plus.
Must be a quick learner and capable to solve complex problems in multiple domains.
Skill Set : Language - C#,C++, Python or R, Scripting - Java script
Position Type : Permanent
Qualification : Any Graduate degree with analytics
Show More
Report",-1,SUMMIT SOLUTIONS,Cannanore,-1,-1,-1,-1,-1,-1,-1,-1
205,Jr Data Analyst | Jr Data Scientist,₹4L - ₹7L (Glassdoor Est.),"Skills and Experience (0 - 2 years):
Graduate with Strong mathematical and statistical skills and understanding
Prefer with some Development and enhancement experience of machine learning and statistical models.
Some experience in working with Python, R, SQL
Some experience in working with libraries in Python
Familiarity with NLP(Natural language processing)
Be flexible and ready to learn
Apply to careers@aibridgeml.com
Show More
Report",4.9,"AIBridge ML
4.9",Hyderābād,-1,-1,2019,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1
206,Assistant Data Scientist,₹4L - ₹7L (Glassdoor Est.),"Job Responsibilities:
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data.
Analyze large amounts of information to discover trends and patterns
Helping develop reports and analysis.
Present information using data visualization techniques.
Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems.
Evaluating changes and updates to source production systems.
Show More
Report",-1,Ascendeum,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
207,Data Science Specialist,₹4L - ₹7L (Glassdoor Est.),"Job Description :

Worker Type :
Regular
Primary Location:
Bangalore Karle Town SEZ
Additional Locations :
Budapest, Hamburg, Stockholm
Job Posting Start Date :
2023-02-16-08:00
Show More
Report",4.1,"Diageo
4.1",Bangalore,-1,-1,1997,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1
208,Data Scientist,₹4L - ₹7L (Glassdoor Est.),"General Purpose
As a Manager Data Science in our recently set up team within the adidas Gurgaon Tech hub you will collaborate closely with the EU ecom Analytics team based in Amsterdam (the Netherlands) and other stakeholders located in other parts of the world (such as Herzogenaurach, Germany). You will apply machine learning & advanced data science to a variety of topics (i.e. business performance, digital marketing, members’ lifecycle management, consumer engagement, etc), to enable thorough understanding of performance drivers and fact-based decisions. At the same time and on occasion, you will not shy away from cleaning data that might not be 100% ready for modelling, performing basic data engineering tasks or mentoring data analysts into more advanced data science concepts.

Key Responsibilities









Show More
Report",3.9,"Adidas
3.9",Gurgaon,-1,-1,1949,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$10+ billion (USD),-1
209,EY - GDS Consulting - Data Scientist - Intern,₹4L - ₹7L (Glassdoor Est.),"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

_________
Position: Intern
Service Line: Consulting
Education: B.Tech/M.Tech/MBA/Masters in relevant discipline










Show More
Report",3.9,"EY
3.9",Gurgaon,-1,-1,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1
210,Sr Machine Learning Engineer,₹4L - ₹7L (Glassdoor Est.),"Sr Machine Learning Engineer

Join our Digital Solutions team

Are you a Sr Machine Learning Engineer looking for an innovative change?

Join our Bently Nevada Team

Baker Hughes Bently Nevada offers a plant-wide, holistic suite of machine condition monitoring and protection hardware, software and services that help achieve the highest level of asset reliability possible. Our team takes ownership in designing and implementing web/cloud applications.





Show More
Report",3.9,"Baker Hughes
3.9",Bangalore,-1,-1,1907,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",$10+ billion (USD),-1
211,Technology Analyst: Data Science | Machine Learning,₹4L - ₹7L (Glassdoor Est.),"Responsibilities
A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to interface with the client for quality assurance, issue resolution and ensuring high customer satisfaction. • You will understand requirements, create and review designs, validate the architecture and ensure high levels of service offerings to clients in the technology domain. • You will participate in project estimation, provide inputs for solution delivery, conduct technical risk planning, perform code reviews and unit test plan reviews. • You will lead and guide your teams towards developing optimized high quality code deliverables, continual knowledge management and adherence to the organizational guidelines and processes. • You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!
Additional Responsibilities:
• Knowledge of more than one technology • Basics of Architecture and Design fundamentals • Knowledge of Testing tools • Knowledge of agile methodologies • Understanding of Project life cycle activities on development and maintenance projects • Understanding of one or more Estimation methodologies, Knowledge of Quality processes • Basics of business domain to understand the business requirements • Analytical abilities, Strong Technical Skills, Good communication skills • Good understanding of the technology and domain • Ability to demonstrate a sound understanding of software quality assurance principles, SOLID design principles and modelling methods • Awareness of latest technologies and trends • Excellent problem solving, analytical and debugging skills


Preferred Skills:
Python,Machine Learning->Data Science
Educational Requirements
Bachelor of Engineering
Show More
Report",3.9,"Infosys Limited
3.9",Bangalore,-1,-1,1981,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),-1
212,Supply Chain Network Data & Analytics Specialist,₹4L - ₹7L (Glassdoor Est.),"Relocation Assistance Offered Within Country
# 141580 - Mumbai, Maharashtra, India

About Colgate-Palmolive:
Do you want to come to work with a smile and leave with one as well? In between those smiles, your day consists of connecting with others across the world, full of stimulating discussions, and making impactful contributions!
If this is how you see your career, Colgate is the place to be! Our diligent household brands, dedicated employees, and sustainability commitments make us a company passionate about building a future to smile about for our employees, consumers, and surrounding communities. We win as a global organization by continually learning and collaborating. The pride in our brand fuels a workplace that encourages creative thinking champions experimentation and promotes authenticity which has contributed to our enduring success. If you want to work for a company that lives by its values, then give your career a reason to smile...every single day.






Show More
Report",4.2,"Colgate-Palmolive
4.2",Mumbai,-1,-1,1806,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1
213,Staff/Sr Software Engineer - Machine Learning,₹4L - ₹7L (Glassdoor Est.),"About the Role

About Customer Obsession ML team:

Customer Obsession ML team’s mission is to leverage the vast and varied data to develop intelligence that can make our customers’ support experience more efficient, personalized and effective. We work on a range of projects such as accurately identifying a customer’s need based on the contact text and trip signals, optimizing routing of contacts to support representatives for fastest resolution, intelligently escalating contacts that are related to safety or other time critical issues, and completely automating the support experience whenever possible. In addition to classic ML prediction models, we also work on latest deep learning language models, time series modeling, and causal inference. We own the entire ML lifecycle from data exploration and model development to deployment and monitoring the model in production.


Show More
Report",4.4,"Uber
4.4",Hyderābād,-1,-1,2009,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),-1
214,Sr. AI/Data Scientist,₹4L - ₹7L (Glassdoor Est.),"Be part of team using advanced real-time scaled data aggregation and analysis platform. Learn new tools and techniques. Build Dashboards that real people use and love.
About Company: Lotus Interworks Inc is an advanced technology company with leadership team form Massachusetts Institute of Technology (MIT), Stanford University, and Harvard University. Our product Simplia is re-inventing Online Local Services Marketplaces, with deep technology and strong leadership and strategy in place.
Leadership Team:
Chairman: Ray Stata Founder of Analog Devices (ADI NASDAQ),
President & CEO: B Gopinath. He started as a scientist at Mathematics research center of AT&T bell laboratories. He holds several fundamental patents in communications and computer technologies.
Bills career includes more than 30yrs of distinguished accomplishments, Including roles as President & CEO of Abine, Radialpoint, and as EVP of McAfee's Worldwide Consumer Business.

Show More
Report",3.8,"Lotus Interworks Inc
3.8",Mumbai,-1,-1,1997,Company - Private,Computer Hardware Development,Information Technology,$1 to $5 million (USD),-1
215,Data Science Trainer Jobs,₹4L - ₹7L (Glassdoor Est.),"Data Science, Machine Learning, Python, Training, Trainer, Tableau, Deep learning, NLP, .Net, Java, Coding
Strong knowledge of Python. Understand multiple analytical functions.
Knowledge of machine learning
*
Job Type: Full-time
Salary: ₹50,000.00 - ₹80,000.00 per month
Benefits:
Cell phone reimbursement

Show More
Report",-1,SMEClabs,Cochin,-1,-1,-1,-1,-1,-1,-1,-1
216,Junior Data Scientist,₹4L - ₹7L (Glassdoor Est.),"Junior Data Scientist

Purpose & Overall Relevance for the Organization:

A Data Scientist is a specialist who applies their expertise in statistics and building machine learning models to make predictions and answer key business questions. They focus on understanding, cleaning and analysing data from the past and present perspectives and producing reliable predictions for the future.

Key Responsibilities:

Analytics








Show More
Report",3.9,"Adidas
3.9",Gurgaon,-1,-1,1949,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$10+ billion (USD),-1
217,Instructor Machine Learning,₹4L - ₹7L (Glassdoor Est.),"The Great Courses is on the hunt for an experienced Machine Learning instructor to join our teaching team for the launch of an exciting new online course! This is a contract role that’s perfect for someone with a solid grasp of Machine Learning and plenty of online-classroom instructional experience.
Your primary role will be to provide real-time instruction and support to a cohort of students taking a noncredit certificate course on an introduction to the concepts of data science. The course is a hybrid synchronous/asynchronous approach and is entirely based on a prerecorded series of video lectures delivered by award-winning professor Tim Chartier of Davidson College in North Carolina.
In your role as an instructor you will:
Assess student completion of assignments, providing individualized feedback on a per-student basis
Show More
Report",4.4,"QBS Learning
4.4",Remote,-1,-1,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
218,Machine Learning Engineer,₹4L - ₹7L (Glassdoor Est.),"Proven experience as a Machine Learning Engineer or similar role
Understanding of data structures, data modeling and software architecture
Deep knowledge of math, probability, statistics and algorithms
Ability to write robust code in Python, Java and R
Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)
Excellent communication skills
Ability to work in a team
Outstanding analytical and problem-solving skills
Job Type: Full-time

Show More
Report",5.0,"Appstane Technologies
5.0",Surat,-1,-1,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
219,Data science internship,₹4L - ₹7L (Glassdoor Est.),"ROLE
Data science internship
DEPARTMENT
Tech
Drop us an email at careers@trukky.com. We’ll be happy to hear from you. Alternatively, choose from our list of challenges. And apply for the one you’re ready to take head-on.
Show More
Report",2.9,"Trukky Logistics
2.9",Gurgaon,-1,-1,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
220,Data Scientist,₹4L - ₹7L (Glassdoor Est.),"You’re experienced Regression, Classification, Ensemble Methods, Deep Learning, NLP, and Reinforcement Learning. • Any one programming language (Python, R, Java, Scala, etc.). • strong hands-on skills in sourcing, cleaning, manipulating, and analyzing large volumes of data using distributed computing platform • Run large-scale statistical A/B tests to evaluate the performance of machine learning and statistical models in SEM applications. • Process complicated and large-scale datasets on distributed computing platforms using queries, extract insights from data, predict future trends, and optimize business metrics. • Build compelling data visualizations and interactive dashboards for monitoring. • Communicate new algorithm suggestions, performance results and business insights to both technical and business teams, internally and externally. • Experience exploring data, building models, and analyzing performance.
Job Type: Full-time
Salary: ₹900,000.00 - ₹1,700,000.00 per year
Show More
Report",-1,Nexus pro services,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
221,Intership for statistics / data science students - with stipend,₹4L - ₹7L (Glassdoor Est.),"The Datahut internship program provides students a hands-on experience working in the data industry. Datahut works on some of the challenging problems in the web data integration industry. We work with some of the largest companies on the planet, helping them get data for their operations. The marketing team at Datahut helps educate decision-makers at large enterprises through our content and creatives.

We're inviting students with an excellent understanding of statistics and data to work on some exciting data problems. If you have good pattern recognition skills and data analysis skills - you're most welcome.

We get a lot of applications, and we obviously need to filter people. Here is a test for you. You're given the pricing data of two brands, Adidas and Nike. The standard deviation of pricing for Adidas is ""x,"" and for Nike is ""3x"". How would you interpret the pricing data? Include your answer in the application as a cover letter. You're free to be as creative as you can.
Show More
Report",4.6,"Datahut
4.6",Cochin,-1,-1,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
222,Data Scientist,₹4L - ₹7L (Glassdoor Est.),"About the Role
Incident management & Change management of around 400 NMS/EMS instances.
Major upgrades & Bug fixing of 400 NMS/EMS instances.
Will be responsible for handling new OSS implementation as well as resolving NBI issues.
Ensuring guidelines for the user administration on 400 EMS/NMS instances.
Will be responsible for the proactive health checkup of all NMS/EMS instances.

Apply Now: click Apply Now
Show More
Report",4.2,"Airtel India
4.2",Gurgaon,-1,-1,-1,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1
223,Artificial Intelligence Researcher,₹4L - ₹7L (Glassdoor Est.),"Job Title:- AI Researcher
Experience:- 2 to 3 years
Job Overview:-
We are looking for a highly capable AI/ML engineer to optimize our machine learning systems. You will be evaluating existing machine learning (ML) and deep learning (DL) processes, performing statistical analysis to resolve data set problems, and enhancing the accuracy of our AI software's predictive automation capabilities.
To ensure success as an AI/ML engineer, you should demonstrate solid data science knowledge and experience in a related ML/DL field. A first-class AI/ML engineer will be someone whose expertise translates into the enhanced performance of predictive automation software.

Show More
Report",4.3,"Logicwind
4.3",Surat,-1,-1,2010,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
224,Data science internship,₹4L - ₹7L (Glassdoor Est.),"Data science internship with 100% placement
Job Types: Full-time, Regular / Permanent, Fresher, Internship
Contract length: 3 months
Salary: ₹10,000.00 - ₹15,000.00 per month
Schedule:
Day shift
Evening shift
Fixed shift
Flexible shift

Show More
Report",-1,woztiinfotech,Cochin,-1,-1,-1,-1,-1,-1,-1,-1
225,Machine Learning Engineer,₹4L - ₹7L (Glassdoor Est.),"Develop and execute machine learning models
Develop and implement machine learning infrastructure
Develop automation tools to enable machine learning
Work in close collaboration with other team members using a wide range of technologies
Run machine learning tests
Solve technical problems
Job Type: Fresher
Salary: ₹359,250.58 - ₹1,595,129.92 per year

Show More
Report",-1,Rukmine informatics,Surat,-1,-1,-1,-1,-1,-1,-1,-1
226,Data Scientist (India Remote),₹4L - ₹7L (Glassdoor Est.),"Token Metrics is searching for a highly capable machine learning engineer to optimize our machine learning systems. You will be evaluating existing machine learning (ML) processes, performing statistical analysis to resolve data set problems, and enhancing the accuracy of our AI software's predictive automation capabilities.

As a machine learning engineer, you should demonstrate solid data science knowledge and experience.

A first-class machine learning engineer will be someone whose expertise translates into the enhanced performance of predictive models.
Responsibilities
Consulting with the manager to determine and refine machine learning objectives.


Show More
Report",3.4,"Token Metrics
3.4",Bangalore,-1,-1,2019,Company - Private,Investment & Asset Management,Finance,Unknown / Non-Applicable,-1
227,Data Science and Business Analytics,₹4L - ₹7L (Glassdoor Est.),"We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.
Primary Responsibilities:
Involve in big data technologies and prototype solutions to improve our data processing and analytics architecture
Show More
Report",-1,Zotto Limited,New Delhi,-1,-1,-1,-1,-1,-1,-1,-1
228,Big Data Developer,₹4L - ₹7L (Glassdoor Est.),"Big Data Developer - (CREQ153466)Description

Responsibilities:
More than 4+ years of relevant experience in Big Data Technologies, primarily in Spark and Scala
Experience is in Scala or Pyspark with Phyton would be a key Advantage
Experience is in Scala or Pyspark with Phyton would be a key Advantage
Experience in Kafka would be an Advantage
Good knowledge in Oracle, Unix
Strong Communication skills
Knowledge in DWH
Good Analytical and Learning Skills
Nice to Have Skills Agile, Scrum and Banking domain knowledge
Required Skills: More than 4+ years of relevant experience in Big Data Technologies, primarily in Spark and Scala
Experience in Hadoop, Hive and Spark
Work experience in Software Development Lifecycles such as Agile & Waterfall models.
Knowledge on AWS and Cloud would be an advantage
Exposure to Data Science would be an advantage and coding knowledge/exposure to any one language

4.00-7.00 Years
Show More
Report",3.5,"Virtusa Software Services Private Limited
3.5",Chennai,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
229,"Data Scientist - R/Python, SQL, ML",₹4L - ₹7L (Glassdoor Est.),"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Come make an impact on the communities we serve as we help advance health equity on a global scale. Here, you will find talented peers, comprehensive benefits, a culture guided by diversity and inclusion, career growth opportunities and your life's best work.(sm)
Primary Responsibilities:
Involve in big data technologies and prototype solutions to improve our data processing and analytics architecture
Identify project issues, communicate them and assist in their resolution
Understand the healthcare domain and execute numerous projects at the same time



Show More
Report",3.7,"UnitedHealth Group
3.7",Gurgaon,-1,-1,1977,Company - Public,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD),-1
230,Senior Analyst - AI SGO Data Scientist - Bengaluru,₹4L - ₹7L (Glassdoor Est.),"AI Data Scientist (Senior Analyst)
Deloitte is hiring to build out and scale up the next generation of its AI infrastructure. Deloitte’s AI SGO (Strategic Growth Offering) team specifically focusses on creating products and solutions that require deeper analytical and problem-solving skills to create tangible results. This is a continuous cycle where we strive to keep innovating and provide state-of-the-art assets.
The Team
The AI SGO team is responsible for orchestrating across all of Deloitte’s AI investments to accelerate our clients’, and our own, journey in becoming an AI-Fueled Organization. The AI SGO team is focused on growing our existing AI market share and revenue, co-creating new AI opportunities in collaboration with clients, anticipating and creating AI demand in new markets, and enabling the success of the firm’s overall AI investments. Our aspiration is for Deloitte to be the undisputed leader in AI-enabled services and solutions, partnering with clients & ecosystems to generate business value through humans + machines.




Show More
Report",4.1,"Deloitte
4.1",Bangalore,-1,-1,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD),-1
