,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,employer_provided,min_salary,max_salary,avg_salary,company_txt,age,python_yn,SQL_yn,R_yn,excel_yn,aws_yn,job_simp_col,seniority,desc_len
107,Technology Analyst: Data Science | Machine Learning,₹5L - ₹8L (Glassdoor Est.),"Responsibilities :
A day in the life of an Infoscion As part of the Infosys delivery team, your primary role would be to interface with the client for quality assurance, issue resolution and ensuring high customer satisfaction. You will understand requirements, create and review designs, validate the architecture and ensure high levels of service offerings to clients in the technology domain. You will participate in project estimation, provide inputs for solution delivery, conduct technical risk planning, perform code reviews and unit test plan reviews. You will lead and guide your teams towards developing optimized high quality code deliverables, continual knowledge management and adherence to the organizational guidelines and processes. You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!


Knowledge of more than one technology Basics of Architecture and Design fundamentals Knowledge of Testing tools Knowledge of agile methodologies Understanding of Project life cycle activities on development and maintenance projects Understanding of one or more Estimation methodologies, Knowledge of Quality processes Basics of business domain to understand the business requirements Analytical abilities, Strong Technical Skills, Good communication skills Good understanding of the technology and domain Ability to demonstrate a sound understanding of software quality assurance principles, SOLID design principles and modelling methods Awareness of latest technologies and trends Excellent problem solving, analytical and debugging skills


Machine Learning- Data Science,Python

3.00-5.00 Years
Show More
Report",3.5,"Infosys Limited
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,5.0,8.0,6.5,Infosys Limited,6,1,0,0,1,0,analyst,na,1916
108,Data Scientist - Speech & Text Analytics,Employer Provided Salary:₹9L - ₹18L,"Job Description :
Candidate should be able to:
Build text-based search engine and question answering system for Q Degrees
utilize the latest techniques in AI, ML (including Deep Learning approaches) and NLU
Build voice-based search engine and question answering system for Q Degrees
Build topic analysis, voice recognition, text classification, named entity recognition methods for unstructured and semi-structured data
Generate creative solutions in the field of Voice Bots and Chat Bots (patents) and publish research results in top conferences (papers)

5.00-10.00 Years
Show More
Report",3.5,"ANI Calls India Private Limited
3.5",Hyderābād,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,9.0,18.0,13.5,ANI Calls India Private Limited,6,0,0,0,0,0,data scientist,na,590
109,Machine Learning/Deep Learning,Employer Provided Salary:₹8L - ₹14L,"Anicalls

Industry: IT
Total Positions: 4
Job Type: Full Time/Permanent
Gender: No Preference
Salary: 800000 INR - 1400000 INR (Annually)
Education: Bachelor′s degree
Experience: 5-8 Years
Location: Noida, India
. We are looking for a highly motivated self-starter Machine Learning engineer.
. Responsibilities Select appropriate datasets and data representation
. methods Data mining using state-of-the-art techniques
. Create and maintain optimal data pipeline architecture Assemble large, complex data sets
. That meet functional / non-functional business requirements
. Design and developing machine learning systems Implement appropriate ML algorithms to create and deploy AI models into production

5.00-8.00 Years
Show More
Report",3.5,"ANI Calls India Private Limited
3.5",Noida,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,8.0,14.0,11.0,ANI Calls India Private Limited,6,0,0,0,0,0,mle,na,737
110,2023INH - Advanced Data Scientist,₹2L - ₹7L (Glassdoor Est.),"About us
At ExxonMobil, our vision is to lead in energy innovations that advance modern living and a net-zero future. As one of the world's largest publicly traded energy and chemical companies, we are powered by a unique and diverse workforce fueled by the pride in what we do and what we stand for.
The success of our Upstream, Product Solutions and Low Carbon Solutions businesses is the result of the talent, curiosity and drive of our people. They bring solutions every day to optimize our strategy in energy, chemicals, lubricants and lower-emissions technologies.
We invite you to bring your ideas to ExxonMobil to help create sustainable solutions that improve quality of life and meet society's evolving needs. Learn more about and how we can.

What role you will play in our team










An ExxonMobil career is one designed to last. Our commitment to you runs deep our employees grow personally and professionally, with benefits built on our core categories of health, security, finance and life. We offer you:

Please note benefits may change from time to time without notice, subject to applicable laws. The benefits programs are based on the Company's eligibility guidelines.





ExxonMobil is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin or disability status.



ExxonMobil does not use recruiting or placement agencies that charge candidates an advance fee of any kind (e.g., placement fees, immigration processing fees, etc.). Follow the to understand more about recruitment scams in the name of ExxonMobil.

Nothing herein is intended to override the corporate separateness of local entities. Working relationships discussed herein do not necessarily represent a reporting connection, but may reflect a functional guidance, stewardship, or service relationship.
Exxon Mobil Corporation has numerous affiliates, many with names that include ExxonMobil, Exxon, Esso and Mobil. For convenience and simplicity, those terms and terms like corporation, company, our, we and its are sometimes used as abbreviated references to specific affiliates or affiliate groups. Abbreviated references describing global or regional operational organizations and global or regional business lines are also sometimes used for convenience and simplicity. Similarly, ExxonMobil has business relationships with thousands of customers, suppliers, governments, and others. For convenience and simplicity, words like venture, joint venture, partnership, co-venturer, and partner are used to indicate business relationships involving common activities and interests, and those words may not indicate precise legal relationships.

10.00-13.00 Years
Show More
Report",3.5,"ExxonMobil
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,2.0,7.0,4.5,ExxonMobil,6,0,0,0,0,1,data scientist,na,2778
111,Machine Learning Engineers,Employer Provided Salary:₹12L - ₹18L,"Anicalls

Industry: IT
Total Positions: 3
Job Type: Full Time/Permanent
Gender: No Preference
Salary: 1200000 INR - 1800000 INR (Annually)
Education: Bachelor′s degree
Experience: 8-10 Years
Location: Mumbai, India
. Develop and support internal community of ML related subject matter experts.
. Design solutions that make the best use of cloud platform and AI/ML Services
. Advise our client and assist them with cloud and digital transformation
. Must possess strong mentorship abilities to train junior colleagues
. Collaborate with business and technical stakeholders to gather requirements and convert them to generate appropriate systems design architecture documentation
. Lead the design and implementation of PaaS services, constructs, and deployment methods including Database-as-a-Service, App Services, storage and automation
. Implement PaaS and IaaS solutions in a public cloud platform such as Azure and AWS
. Use Knowledge of identity and access management in on-premises solutions and the cloud inclusive of Azure AD Connect, ADFS, and third-party identity providers.
. Define innovative solutions using concepts such as infrastructure-as-code, deployment orchestration, and automation templates
. Use Office 365 architecture experience to implement Microsoft technologies such as SharePoint Online, Flow, and Teams.
. Remain abreast of regulatory and compliance requirements to drive successful governance strategies
. Ability to educate and influence stakeholders and engineering teams on effective cloud solutions and best practices

8.00-10.00 Years
Show More
Report",3.5,"ANI Calls India Private Limited
3.5",Mumbai,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,12.0,18.0,15.0,ANI Calls India Private Limited,6,0,0,0,0,1,mle,na,1587
112,Data Scientist,₹2L - ₹6L (Glassdoor Est.),"Implementing end to end data pipelines for serving reporting and data science capabilities.
Work with AI/ML algorithms like Classification Model, Prescriptive Models ,Time Series Models, Deep Learning Models, & Clustering Models.
Experience in building Collections Models on any Order to Cash process. ( experience in finance and BFSI domain is a big plus)
Exceptional communication skills.
Experience with CI/CD pipelines is a plus
Good coding skills in front end, back end and other data layers
4.00-12.00 Years
Show More
Report",3.5,"Gharondaa Advisors Private Limited
3.5",Noida,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,2.0,6.0,4.0,Gharondaa Advisors Private Limited,6,0,0,0,0,0,data scientist,na,530
113,Hyderabad Team Lead of Advanced Analytics and Data Science,₹5L - ₹6L (Glassdoor Est.),"What We'll Bring:The Hyderabad Team Lead of Advanced Analytics and Data Science manages a team of 20+ data scientists that implement MMM (Marketing Mix Modeling), MTA (Multitouch Attribution Modeling) and other Custom Analytics (Risk, Fraud, and other types of analytical solutions). You have strong team building and cross-functional team leadership skills, as well as technical mentorship capabilities.
What You'll Bring:
What is the Hyderabad Team Lead of Advanced Analytics and Data Science
The Hyderabad Team Lead of Advanced Analytics and Data Science manages a team of 20+ data scientists that implement MMM (Marketing Mix Modeling), MTA (Multitouch Attribution Modeling) and other Custom Analytics (Risk, Fraud, and other types of analytical solutions). You have strong team building and cross-functional team leadership skills, as well as technical mentorship capabilities. You have a background as a talented analyst with excellent quantitative and analytical skills who is determined to combine the art and science of data analytics and marketing to help clients address the complex challenges of marketing effectiveness, ROI, brand equity impact, channel effectiveness, and pricing. As the Hyderabad Analytics Team Lead you'll work with onshore data science leads and cross-functional client teams on multi-million dollar customer engagements and build your network with the top marketing leadership in major companies across virtually all industries. Our work is not just about delivering a project and moving on to the next challenge. Instead, it's about delivering an evolving stream of value and enabling fact-based decision making.


N/A
TransUnion Job TitleSr Manager, Data Science and Analytics

15.00-18.00 Years
Show More
Report",3.5,"Neustar
3.5",Hyderābād,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,5.0,6.0,5.5,Neustar,6,0,0,0,1,0,na,senior,1749
114,Data Scientist – Optimisation Analytics,₹2L - ₹7L (Glassdoor Est.),"Key Responsibilities:
Apply Optimization/ Simulation algorithms using a variety of tools to improve process efficiency across business functions
Perform detailed analysis of business problems and technical environments in designing the solution
Conversion (Formulation) of business problem into a mathematical model using Linear/Mixed Integer Programing technique
Apply Optimization/ Simulation algorithm:
o Simplex
o Interior Point
o Cutting Plain
o Dynamic Program
o Linear/ Mixed Integer Program
o Agent Based Simulation
o Discrete Event Simulation
o Column Generation
o Logistics/ Inventory planning
o Job Scheduling
o Stock Cutting
o Network Optimization





3.00-12.00 Years
Show More
Report",3.5,"Tata Industries Limited
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,2.0,7.0,4.5,Tata Industries Limited,6,0,0,0,0,0,data scientist,na,698
115,Leader Data & Analytics ( GCP+ETL+DWH+BIGQUERY),₹5L - ₹8L (Glassdoor Est.),"Who We Are
Today's challenging business environment is more than that - it's a period of disruption between the pandemic, global business change and internal process complexity. For us to focus on simplicity and the best customer experience, we need great talent and the right skills to be successful. This is now a mantra for our Cisco leadership team and for us.

We have a huge amount of information from Cisco's Enterprise datasets, and you'll help provide data engineering and analytics solutions support which will enable Cisco to be more data-driven to optimize its day to day operations and strategy. You will help make the Data available with high quality at all times for all the enterprise Data foundation services and capabilities.

CDAO (Chief Data & Analytics Office) is looking for a Manager/Leader for it's Data Engineering team.

What You'll Do
As a leader,

You will be responsible for delivery of data foundation capabilities and metrics for transformation programs in Cisco
You will lead, coach team of data engineers and analysts to deliver high quality data products
You will coach and guide engineers to build the best career in Cisco and make it the best place to work
You will be responsible for the Data Operations team within Data & Analytics organization, managing the Operations support teams across data domains, data products and platforms.
Who You'll Work With
You'll be part of the team of data architects, analysts, and engineers while being surrounded by a sophisticated, multifaceted, creative, and hardworking organization that is leading efforts to digitize and demonstrate data in ways it's never been done before.

Who You Are
13+ years progressive experience in Data Engineering /Software Development/Software Operational support practices
7+ years of experience working in a technical management position and working with global teams
5+ years of people leadership experience focusing on career development and fostering team work
Experience in operational support for mission critical systems/ Financial data products
Have outstanding analytical thinking and aptitude.
Experience leading Data Engineering/Data Migration projects.
Familiarity with Continuous delivery / Continuous Integration, software development practices, and tools like JIRA, Rally.
Agile/Scrum Practitioner who also serves as a Coach and Mentor within the organization.
Understand high-level technical architecture and be able to facilitate communication, conflict resolution and drive decisions on appropriate solutions.
Solid sense of ownership for service delivery and passion for designing scalable and reliable data products
Anticipate, manage, and resolve risks and issues, track progress against achievements, deadlines, and budget. Report on these items, including dependency information, to key stakeholders.
Establish and maintain effective working relationships with all stakeholders.
Take a concept or an idea and work through the different stages all the way to the execution and outcome.
Outstanding verbal, written, interpersonal, and presentation skills and comfort communicating to senior and executive leadership to deliver message appropriately
Should have a very good hands on experience in
Development/Data Migration Experience in Cloud DB Data environments (AWS/Google)
Development Experience in DWH on Teradata/SAP Hana/Cloud DWH platforms
ETL/ELT technologies (Informatica/Talend/DBT etc)
SQL, Python for Data Engineering and Data Science
Data-warehouse, Data modeling, Building real-time data pipelines
Domain/business knowledge in Finance/Sales/Bookings/Revenue/Install Base/Support Services/Telemetry/Customer Success are preferred.
Why Cisco

#WeAreCisco. We are all unique, but collectively we bring our talents to work as a team, to develop innovative technology and power a more inclusive, digital future for everyone. How do we do it Well, for starters - with people like you!

Nearly every internet connection around the world touches Cisco. We're the Internet's optimists. Our technology makes sure the data travelling at light speed across connections does so securely, yet it's not what we make but what we make happen which marks us out. We're helping those who work in the health service to connect with patients and each other schools, colleges and universities to teach in even the most challenging of times. We're helping businesses of all shapes and to connect with their employees and customers in new ways, providing people with access to the digital skills they need and connecting the most remote parts of the world - whether through 5G, or otherwise.

We tackle whatever challenges come our way. We have each other's backs, we recognise our accomplishments, and we grow together. We celebrate and support one another - from big and small things in life to big career moments. And giving back is in our DNA (we get 10 days off each year to do just that).

We know that powering an inclusive future starts with us. Because without diversity and a dedication to equality, there is no moving forward. Our 30 Inclusive Communities, that bring people together around commonalities or passions, are leading the way. Together we're committed to learning, listening, caring for our communities, whilst supporting the most vulnerable with a collective effort to make this world a better place either with technology, or through our actions.

So, you have colorful hair Don't care. Tattoos Show off your ink. Like polka dots That's cool. Pop culture geek Many of us are. Passion for technology and world changing Be you, with us! #WeAreCisco

13.00-16.00 Years
Show More
Report",3.5,"Acacia Communications
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,5.0,8.0,6.5,Acacia Communications,6,1,0,0,0,1,na,senior,5627
116,Computational & Data Scientist,₹2L - ₹7L (Glassdoor Est.),"About us
At ExxonMobil, our vision is to lead in energy innovations that advance modern living and a net-zero future. As one of the world's largest publicly traded energy and chemical companies, we are powered by a unique and diverse workforce fueled by the pride in what we do and what we stand for.
The success of our Upstream, Product Solutions and Low Carbon Solutions businesses is the result of the talent, curiosity and drive of our people. They bring solutions every day to optimize our strategy in energy, chemicals, lubricants and lower-emissions technologies.
We invite you to bring your ideas to ExxonMobil to help create sustainable solutions that improve quality of life and meet society's evolving needs. Learn more about and how we can.

What role you will play in our team

We are looking to hire candidates to work on challenging engineering, geological and commercial problems that focus on exploration, development, production, marketing and transportation of hydrocarbons. A successful candidate would understand a problem in oil and gas space (both commercially/economically and technically), be able to formulate the problem in a solvable way, using application of engineering, numerical, data science and programming skills to tackle a range of problems in the oil and gas industry










An ExxonMobil career is one designed to last. Our commitment to you runs deep our employees grow personally and professionally, with benefits built on our core categories of health, security, finance and life. We offer you:

Please note benefits may change from time to time without notice, subject to applicable laws. The benefits programs are based on the Company's eligibility guidelines.





ExxonMobil is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin or disability status.



ExxonMobil does not use recruiting or placement agencies that charge candidates an advance fee of any kind (e.g., placement fees, immigration processing fees, etc.). Follow the to understand more about recruitment scams in the name of ExxonMobil.

Nothing herein is intended to override the corporate separateness of local entities. Working relationships discussed herein do not necessarily represent a reporting connection, but may reflect a functional guidance, stewardship, or service relationship.
Exxon Mobil Corporation has numerous affiliates, many with names that include ExxonMobil, Exxon, Esso and Mobil. For convenience and simplicity, those terms and terms like corporation, company, our, we and its are sometimes used as abbreviated references to specific affiliates or affiliate groups. Abbreviated references describing global or regional operational organizations and global or regional business lines are also sometimes used for convenience and simplicity. Similarly, ExxonMobil has business relationships with thousands of customers, suppliers, governments, and others. For convenience and simplicity, words like venture, joint venture, partnership, co-venturer, and partner are used to indicate business relationships involving common activities and interests, and those words may not indicate precise legal relationships.

3.00-6.00 Years
Show More
Report",3.5,"ExxonMobil
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,2.0,7.0,4.5,ExxonMobil,6,0,0,0,0,1,data scientist,na,3292
117,Sr Machine Learning Engineer,₹3L - ₹7L (Glassdoor Est.),"Company Description

At ServiceNow, our technology makes the world work for everyone, and our people make it possible. We move fast because the world can't wait, and we innovate in ways no one else can for our customers and communities. By joining ServiceNow, you are part of an ambitious team of change makers who have a restless curiosity and a drive for ingenuity. We know that your best work happens when you live your best life and share your unique talents, so we do everything we can to make that possible. We dream big together, supporting each other to make our individual and collective dreams come true. The future is ours, and it starts with you.
With more than 7,400+ customers, we serve approximately 80% of the Fortune 500, and we're proud to be one of FORTUNE's 100 Best Companies to Work For® and World's Most Admired Companies® 2022.
Learn more on and about their experiences working at ServiceNow.
Unsure if you meet all the qualifications of a job description but are deeply excited about the role We still encourage you to apply! At ServiceNow, we are committed to creating an inclusive environment where all voices are heard, valued, and respected. We welcome all candidates, including individuals from non-traditional, varied backgrounds, that might not come from a typical path connected to this role. We believe skills and experience are transferrable, and the desire to dream big makes for great candidates.



The Advanced Technology Group (ATG) at ServiceNow is a customer-focused innovation group building intelligent software and smart user experiences using existing and latest advanced technologies to enable end-to-end, industry-leading work experiences for customers. We are a group of researchers, applied scientists, engineers, and product managers with a dual mission. We build and evolve the AI platform, and partner with teams to build products and end-to-end AI-powered work experiences. In equal measure, we lay the foundations, research, experiment, and de-risk AI technologies that unlock new work experiences in the future.
You will play a major part in building AI and Machine Learning (ML) solutions that transform the user experience and workflow efficiency of enterprise services. Traditional analytical tools tend to require a technically knowledgeable user to produce even simple results. We are taking a completely fresh approach with the expectation that any user, regardless of technical knowledge, can use the AI/ML solutions we develop to operate the services in the enterprise setting in a thoughtful and scalable manner. We are just getting started with our early-adopter customers and we need your help in building and making available an amazing range of solutions to our 5k+ enterprise customers around the world.




FD21


ServiceNow is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, creed, religion, sex, sexual orientation, national origin or nationality, ancestry, age, disability, gender identity or expression, marital status, veteran status or any other category protected by law.
At ServiceNow, we lead with flexibility and trust in our distributed world of work. to learn about our work personas: flexible, remote and required-in-office.
If you require a reasonable accommodation to complete any part of the application process, or are limited in the ability or unable to access or use this online application process and need an alternative method for applying, you may contact us at for assistance.
For positions requiring access to technical data subject to export control regulations, including Export Administration Regulations (EAR), ServiceNow may have to obtain export licensing approval from the U.S. Government for certain individuals. All employment is contingent upon ServiceNow obtaining any export license or other approval that may be required by the U.S. Government.
Please Note: Fraudulent job postings/job scams are increasingly common. to learn what to watch out for and how to protect yourself. All genuine ServiceNow job postings can be found through the .
From Fortune. © 2022 Fortune Media IP Limited All rights reserved. Used under license.
Fortune and Fortune Media IP Limited are not affiliated with, and do not endorse products or services of, ServiceNow.

5.00-8.00 Years
Show More
Report",3.5,"servicenow
3.5",Hyderābād,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,3.0,7.0,5.0,servicenow,6,0,0,0,0,0,mle,senior,4379
118,AI - Machine Learning software Engineer,Employer Provided Salary:₹8L - ₹16L,"Anicalls

Industry: IT
Total Positions: 3
Job Type: Full Time/Permanent
Gender: No Preference
Salary: 800000 INR - 1600000 INR (Annually)
Education: Bachelor′s degree
Experience: 5-9 Years
Location: Mumbai, India
. Strong Working Python, C++, C expertise -
. Background in natural language processing and/or machine learning -
. Strong Computer Science fundamentals (algorithms, data structures) -
. Industry experience developing multi-threaded applications -
. Mathematical background (probability & statistics) a strong plus
. Knowledge of SQL, PL/SQL and standard RDBMSs a plus

5.00-9.00 Years
Show More
Report",3.5,"ANI Calls India Private Limited
3.5",Mumbai,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,8.0,16.0,12.0,ANI Calls India Private Limited,6,1,0,0,0,0,mle,na,615
119,"Data Scientist, Analytics, BI consultant",Employer Provided Salary:₹8L - ₹14L,"Anicalls

Industry: IT
Total Positions: 4
Job Type: Full Time/Permanent
Gender: No Preference
Salary: 800000 INR - 1400000 INR (Annually)
Education: Bachelor′s degree
Experience: 5-8 Years
Location: Hyderabad, India
. Proven experience as a Data Scientist / BI Analytics Consultant
. Education background in Applied Statistics, Mathematics, or a similar Data Stat Modeling field
. Data development and visualization experience with Python/R/SQL/flash
. Expertise in building statistical models in tools such as Python, R or SAS with exposure to DataBricks/Spark and Azure-based ML technologies preferable
. Working knowledge of Tableau, PowerBI, Qlik and so on.
. Experience working on a cloud based data platform such as AWS, Google Cloud, Microsoft Azure or a similar platform
. Demonstrated experience in data mining, data filtering and building predictive / regression models using different methodologies such as decision trees, time series and/or Bayesian statistics

5.00-8.00 Years
Show More
Report",3.5,"ANI Calls India Private Limited
3.5",Hyderābād,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,8.0,14.0,11.0,ANI Calls India Private Limited,6,1,0,0,0,1,data scientist,na,1006
120,Machine Learning Engineer,Employer Provided Salary:₹10L - ₹36L,"COMPANY DESCRIPTION:
This Company is a Global Management Consulting Firm. We are the trusted advisor to the world's leading businesses, governments, and institutions. We work with leading organizations across the private, public and social sectors.

Experience: 2-8 years
Location: Bangalore/Gurgaon

Tech-Stack:
Python, PySpark, the Python Scientific Stack;
MLFlow, Grafana, Prometheus for machine learning pipeline management and monitoring;

2.00-8.00 Years
Show More
Report",3.5,"Confidential
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,10.0,36.0,23.0,Confidential,6,1,0,0,0,0,mle,na,477
121,"Data Scientist, Analytics",Employer Provided Salary:₹8L - ₹14L,"Anicalls

Industry: IT
Total Positions: 4
Job Type: Full Time/Permanent
Gender: No Preference
Salary: 800000 INR - 1400000 INR (Annually)
Education: Bachelor′s degree
Experience: 5-8 Years
Location: Mumbai, India
. Proven experience as a Data Scientist / BI Analytics Consultant
. Education background in Applied Statistics, Mathematics, or a similar Data Stat Modeling field
. Data development and visualization experience with Python/R/SQL/flash
. Expertise in building statistical models in tools such as Python, R or SAS with exposure to DataBricks/Spark and Azure-based ML technologies preferable
. Working knowledge of Tableau, PowerBI, Qlik and so on.
. Experience working on a cloud based data platform such as AWS, Google Cloud, Microsoft Azure or a similar platform
. Demonstrated experience in data mining, data filtering and building predictive / regression models using different methodologies such as decision trees, time series and/or Bayesian statistics

5.00-8.00 Years
Show More
Report",3.5,"ANI Calls India Private Limited
3.5",Mumbai,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,1,8.0,14.0,11.0,ANI Calls India Private Limited,6,1,0,0,0,1,data scientist,na,1003
122,Lead Data Scientist,₹2L - ₹7L (Glassdoor Est.),"Lead Data Scientist Siemens founded the new business unit Siemens Advanta (formerly known as Siemens IoT Services) on April 1, 2019, with its headquarter in Munich, Germany. It has been crafted to unlock the digital future of its clients by offering end-to-end support on their outstanding digitalization journey. Siemens Advanta is a strategic advisor and a trusted implementation partner in digital transformation and industrial IoT with a global network of more than 8000 employees in 10 countries and 21 offices. Highly skilled and experienced specialists offer services which range from consulting to craft & prototyping to solution & implementation and operation - everything out of one hand! Before our software developers write even a single line of code, they have to understand what drives our customers. What is the environment What is the user story based on Implementation means - trying, testing, and improving outcomes until a final solution emerges. Knowledge means exchange - discussions with colleagues from all over the world. Join our Digitalization Technology and Services (DTS) team based in Bangalore and enjoy the freedom to think in completely new categories! This is your role. What part will you play . Design and develop machine learning algorithms, Discover, design, and develop analytical methods to support novel approaches of data and information processing, Perform exploratory data analyses, Generate and test working hypotheses. . Experience of 8-12 Years, at least 3 years leading a team . Leading a team in preparing and analyze historical data and identify patterns, providing technical support for program management and development activities including managing knowledge transfer within a team . Manage design, development and deployment of scalable, high volume and interactive time system. Research on algorithm improvements and implement data processing. Assist project team in communicating and implementing project schedules. . Good in communicating with business users and product owners, matching business requirements to algorithmic capabilities . Good in creating end to end solution documentation and PowerPoint, communicating results to developers, users and management . Good knowledge of applied mathematics, . Minimum 5 years of Hands-on experience in statistics, Computer vision and Timeseries . Good expertise Timeseries. Expertise in numeric sensor data and image data are good to have . Extensively worked with various timeseries and predictive models and count data models. Autoregression (AR), Moving Average (MA), Autoregressive Moving Average (ARMA), exponential smoothing , Autoregressive Integrated Moving Average (ARIMA), Seasonal Autoregressive Integrated Moving-Average (SARIMA), Seasonal Autoregressive Integrated Moving-Average with Exogenous Regressors (SARIMAX), Vector Autoregression (VAR), Vector Autoregression Moving-Average (VARMA),Vector Autoregression Moving-Average with Exogenous Regressors (VARMAX),Simple Exponential Smoothing (SES) , sessional and non-seasonal smoothing. And Holt Winter's Exponential Smoothing (HWES) . Extensively worked with deep learning and machine learning based recommendation Engine catering to energy /utilities or related industrial/engineering challenges . Experience in advanced Monthly, weekly, daily , forecasting , back casting, near casting using both Deep learning and Machine learning . Understand and comprehend research papers and leveraging them in productive code . Experience in working with Version control systems (GitLab, GitHub) and Agile methodologies (SCRUM) . Proficient in statistical Machine learning and deep learning modelling and Analysis . Proficient in python, pytorch + libraries, MLFlow. Good to have are keras, tensorflow, numpy, pandas, openCv as well as statmodels and scipy libraries. . Develop cloud-deployed Software using Docker, Django and Rabbit MQ/Kafka. Make your mark in our exciting world at Siemens This role is based in Bangalore. You'll also get to visit other locations in India and beyond, so you'll need to go where this journey takes you. In return, you'll get the chance to work with teams impacting entire cities, countries - and the shape of things to come. We're Siemens. A collection of over 379,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality, and we encourage applications that reflect the diversity of the communities we work in. At Siemens we are always challenging ourselves to build a better future. We need the most innovative and diverse Digital Minds to develop tomorrow 's reality. Find out more about the Digital world of Siemens here: www.siemens.com/careers/digitalminds Organization: Advanta Company: Siemens Technology and Services Private Limited Experience Level: Experienced Professional Full / Part time: Full-time

8.00-12.00 Years
Show More
Report",3.5,"Siemens Technology
3.5",Bangalore,-1,-1,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,2.0,7.0,4.5,Siemens Technology,6,1,0,0,0,0,data scientist,senior,4885
